"name","picurl","url"
"Norrapärane “trollikreem” ehk pohlavaht","http://toidutare.ee/resources/img/toidutare_uus/no_image_270x270.png","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BDEB/#Norrapärane “trollikreem” ehk pohlavaht"
"Rocky road ehk Kivine tee","http://pilt.toidutare.ee/pilt/11.2016/178438/311x311.jpg?t=1478609614","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BD8E/#Rocky road ehk Kivine tee"
"Seesamimaius","http://pilt.toidutare.ee/pilt/11.2016/178448/311x311.jpg?t=1478697579","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BD96/#Seesamimaius"
"Konnakulleste puding ehk imelised chia-seemned","http://pilt.toidutare.ee/pilt/11.2016/178452/311x311.jpg?t=1479107259","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BD85/#Konnakulleste puding ehk imelised chia-seemned"
"Churros iirise-šokolaadiglasuuriga","http://pilt.toidutare.ee/pilt/10.2016/178340/311x311.jpg?t=1477152694","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BD24/#Churros iirise-šokolaadiglasuuriga"
"Mustika-pohla brüleevormid","http://pilt.toidutare.ee/pilt/10.2016/178327/311x311.jpg?t=1476723950","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BD19/#Mustika-pohla brüleevormid"
"Kama-halvaavaht kirssidega","http://pilt.toidutare.ee/pilt/10.2016/178326/311x311.jpg?t=1476723931","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BD18/#Kama-halvaavaht kirssidega"
"Apelsini-kondenspiimavorm","http://pilt.toidutare.ee/pilt/10.2016/178333/311x311.jpg?t=1477069332","http://toidutare.ee/road/magustoidud_ja_maiustused/1BD25/#Apelsini-kondenspiimavorm"
"Šokolaadikreem rummimaitseliste kirssidega","http://pilt.toidutare.ee/pilt/10.2016/178313/311x311.jpg?t=1476101051","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BD0A/#Šokolaadikreem rummimaitseliste kirssidega"
"Soe šokolaadi-fondant","http://pilt.toidutare.ee/pilt/10.2016/178312/311x311.jpg?t=1476100384","http://toidutare.ee/road/magustoidud_ja_maiustused/1BD09/#Soe šokolaadi-fondant"
"Porgandihalvaa","http://pilt.toidutare.ee/pilt/09.2016/178283/311x311.jpg?t=1475237743","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BCED/#Porgandihalvaa"
"Pähklioksaploom ‘Hiiu sinine’ rummi ja šokolaadiga","http://pilt.toidutare.ee/pilt/09.2016/178264/311x311.jpg?t=1475062581","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BCD9/#Pähklioksaploom ‘Hiiu sinine’ rummi ja šokolaadiga"
"Kookoskommid ehk kodune Bounty","http://pilt.toidutare.ee/pilt/09.2016/178269/311x311.jpg?t=1475069268","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BCDE/#Kookoskommid ehk kodune Bounty"
"Banaani-avokaadokreem","http://pilt.toidutare.ee/pilt/09.2016/178252/311x311.jpg?t=1474896220","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BCCC/#Banaani-avokaadokreem"
"Pohlaželee ja kohupiimavaht","http://pilt.toidutare.ee/pilt/09.2016/178223/311x311.jpg?t=1473318254","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BCAE/#Pohlaželee ja kohupiimavaht"
"Pohlavaht","http://pilt.toidutare.ee/pilt/09.2016/178222/311x311.jpg?t=1473317693","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BCAC/#Pohlavaht"
"Kuskussivorm pohlade ja õuntega","http://pilt.toidutare.ee/pilt/09.2016/178215/311x311.jpg?t=1473169338","http://toidutare.ee/road/magustoidud_ja_maiustused/1BCA5/#Kuskussivorm pohlade ja õuntega"
"Canneloni-kohupiimavorm sügismarjade ja puuviljadega","http://pilt.toidutare.ee/pilt/09.2016/178214/311x311.jpg?t=1473168982","http://toidutare.ee/road/magustoidud_ja_maiustused/1BCA4/#Canneloni-kohupiimavorm sügismarjade ja puuviljadega"
"Peedi-avokaadotrühvlid","http://pilt.toidutare.ee/pilt/08.2016/178187/311x311.jpg?t=1472475564","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BC86/#Peedi-avokaadotrühvlid"
"Kõrvitsakreem ingveriga","http://pilt.toidutare.ee/pilt/08.2016/178126/311x311.jpg?t=1470747771","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BC4B/#Kõrvitsakreem ingveriga"
"Pohlaparfee","http://pilt.toidutare.ee/pilt/08.2016/178109/311x311.jpg?t=1470313760","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BC37/#Pohlaparfee"
"Apelsini-mustikamaius","http://pilt.toidutare.ee/pilt/07.2016/178045/311x311.jpg?t=1468928297","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BBF3/#Apelsini-mustikamaius"
"Marjasupp keefiri ja kondenspiimaga","http://pilt.toidutare.ee/pilt/07.2016/178021/311x311.jpg?t=1468502909","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1BBDB/#Marjasupp keefiri ja kondenspiimaga"
"Kaneeline mustikasupp","http://pilt.toidutare.ee/pilt/07.2016/178005/311x311.jpg?t=1468318301","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1BBCA/#Kaneeline mustikasupp"
"Kiirjäätis banaanist ja piimast","http://pilt.toidutare.ee/pilt/07.2016/177978/311x311.jpg?t=1467795220","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BBAF/#Kiirjäätis banaanist ja piimast"
"Flambeeritud ananass kookosjäätisega","http://pilt.toidutare.ee/pilt/07.2016/178030/311x311.jpg?t=1468833877","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BBE3/#Flambeeritud ananass kookosjäätisega"
"Kodused digestiivküpsised kaerakliidega ning küpsisepuru ja marjadega Kreeka jogurt","http://pilt.toidutare.ee/pilt/08.2017/179710/311x311.jpg?t=1502442578","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C25E/#Kodused digestiivküpsised kaerakliidega ning küpsisepuru ja marjadega Kreeka jogurt"
"Šokolaadijäätis kookospiimaga","http://pilt.toidutare.ee/pilt/08.2017/179670/311x311.jpg?t=1501767472","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1C232/#Šokolaadijäätis kookospiimaga"
"Külm õunamagustoit ehk õunad jogurtiga","http://pilt.toidutare.ee/pilt/08.2017/179659/311x311.jpg?t=1501682632","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C225/#Külm õunamagustoit ehk õunad jogurtiga"
"Maasika-gazpacho","http://pilt.toidutare.ee/pilt/08.2017/179704/311x311.jpg?t=1502286347","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C254/#Maasika-gazpacho"
"Sidrunivõie","http://pilt.toidutare.ee/pilt/07.2017/179611/311x311.jpg?t=1500302022","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1C1F5/#Sidrunivõie"
"Küpsetatud valge šokolaadi kreem punaste sõstardega (pots de crème)","http://pilt.toidutare.ee/pilt/07.2017/179567/311x311.jpg?t=1499765739","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C1CD/#Küpsetatud valge šokolaadi kreem punaste sõstardega (pots de crème)"
"Võiga röstitud riivleiva ja suvemarjadega “Taani talutüdruk”","http://pilt.toidutare.ee/pilt/06.2017/179528/311x311.jpg?t=1498725603","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1C1A3/#Võiga röstitud riivleiva ja suvemarjadega “Taani talutüdruk”"
"Mustasõstrajäätis kama ja likööriga","http://pilt.toidutare.ee/pilt/06.2017/179511/311x311.jpg?t=1498484018","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1C191/#Mustasõstrajäätis kama ja likööriga"
"Mustikakissell","http://pilt.toidutare.ee/pilt/06.2017/179508/311x311.jpg?t=1498480277","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1C18D/#Mustikakissell"
"Tikrisorbett","http://pilt.toidutare.ee/pilt/06.2017/179510/311x311.jpg?t=1498482751","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1C190/#Tikrisorbett"
"Jogurtijäätis metsmaasikate ja mustikatega","http://pilt.toidutare.ee/pilt/06.2017/179509/311x311.jpg?t=1498482456","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1C18F/#Jogurtijäätis metsmaasikate ja mustikatega"
"Kondenspiimajäätis vaarikate ja valge šokolaadiga","http://pilt.toidutare.ee/pilt/06.2017/179512/311x311.jpg?t=1498484536","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1C192/#Kondenspiimajäätis vaarikate ja valge šokolaadiga"
"Tatrakissell","http://pilt.toidutare.ee/pilt/06.2017/179466/311x311.jpg?t=1497274374","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1C162/#Tatrakissell"
"Eton Mess","http://pilt.toidutare.ee/pilt/06.2017/179478/311x311.jpg?t=1497360358","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1C16D/#Eton Mess"
"Kreeka jogurt kuuma mündise marjakastmega","http://pilt.toidutare.ee/pilt/06.2017/179460/311x311.jpg?t=1497269982","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1C15D/#Kreeka jogurt kuuma mündise marjakastmega"
"Maasikamagustoit apelsinilikööri ja vahukoorega","http://pilt.toidutare.ee/pilt/05.2017/179337/311x311.jpg?t=1495804382","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C0F9/#Maasikamagustoit apelsinilikööri ja vahukoorega"
"Maasikakompott rabarberi ja ingveriga","http://pilt.toidutare.ee/pilt/05.2017/179335/311x311.jpg?t=1495803579","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C0F7/#Maasikakompott rabarberi ja ingveriga"
"Marjane kodujuustukreem","http://pilt.toidutare.ee/pilt/06.2017/179447/311x311.jpg?t=1497004000","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1C14E/#Marjane kodujuustukreem"
"Maasikasalat basiiliku ja laimiga","http://pilt.toidutare.ee/pilt/06.2017/179426/311x311.jpg?t=1496833478","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C139/#Maasikasalat basiiliku ja laimiga"
"Suvine purgimaius maasikatega","http://pilt.toidutare.ee/pilt/06.2017/179436/311x311.jpg?t=1496921947","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C144/#Suvine purgimaius maasikatega"
"Purgikook rabarberi-apelsinikastmega","http://pilt.toidutare.ee/pilt/06.2017/179417/311x311.jpg?t=1496666146","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C131/#Purgikook rabarberi-apelsinikastmega"
"Grillitud virsikud ja murelid","http://pilt.toidutare.ee/pilt/06.2017/179418/311x311.jpg?t=1496667901","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C133/#Grillitud virsikud ja murelid"
"Puuviljasalat","http://pilt.toidutare.ee/pilt/05.2017/179376/311x311.jpg?t=1496150701","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1C11A/#Puuviljasalat"
"Rabarberi-maasikasalat kohupiima-kummelikreemiga","http://pilt.toidutare.ee/pilt/05.2017/179355/311x311.jpg?t=1496057166","http://toidutare.ee/road/magustoidud_ja_maiustused/1C109/#Rabarberi-maasikasalat kohupiima-kummelikreemiga"
"Jäätis ingverirabarberiga","http://pilt.toidutare.ee/pilt/05.2016/177581/311x311.jpg?t=1462887320","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BA50/#Jäätis ingverirabarberiga"
"Krõbe müsli rosinate ja sarapuupähklitega","http://pilt.toidutare.ee/pilt/04.2016/177465/311x311.jpg?t=1461680155","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BA02/#Krõbe müsli rosinate ja sarapuupähklitega"
"Kuusevõrsetrühvlid","http://pilt.toidutare.ee/pilt/05.2016/177522/311x311.jpg?t=1462356971","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BA26/#Kuusevõrsetrühvlid"
"Rabarberiga kreembrülee","http://pilt.toidutare.ee/pilt/04.2016/177459/311x311.jpg?t=1461665516","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1B9FB/#Rabarberiga kreembrülee"
"Pistaatsia-herneruudud","http://pilt.toidutare.ee/pilt/04.2016/177424/311x311.jpg?t=1461319218","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B9E4/#Pistaatsia-herneruudud"
"Tšiiaseemnepuding","http://pilt.toidutare.ee/pilt/04.2016/177422/311x311.jpg?t=1461317788","http://toidutare.ee/road/magustoidud_ja_maiustused/1B9E2/#Tšiiaseemnepuding"
"Tsitruse-cranachan","http://pilt.toidutare.ee/pilt/04.2016/177341/311x311.jpg?t=1460630251","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1B9A5/#Tsitruse-cranachan"
"Kohupiimaravioolid rabarberikompoti ja maasikatega","http://pilt.toidutare.ee/pilt/04.2016/177288/311x311.jpg?t=1460112820","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B97C/#Kohupiimaravioolid rabarberikompoti ja maasikatega"
"Pulgakoogid","http://pilt.toidutare.ee/pilt/04.2016/177269/311x311.jpg?t=1460021306","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B96D/#Pulgakoogid"
"Makroonid šokolaaditäidisega","http://pilt.toidutare.ee/pilt/04.2016/177264/311x311.jpg?t=1460018070","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B969/#Makroonid šokolaaditäidisega"
"Vahukommid","http://pilt.toidutare.ee/pilt/04.2016/177267/311x311.jpg?t=1460020149","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B96C/#Vahukommid"
"Müsli jõhvikate ja pistaatsiapähklitega","http://pilt.toidutare.ee/pilt/02.2016/176750/311x311.jpg?t=1455878578","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B820/#Müsli jõhvikate ja pistaatsiapähklitega"
"Tervislikud energiabatoonid müsli ja datlitega","http://pilt.toidutare.ee/pilt/02.2016/176749/311x311.jpg?t=1455878058","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B81F/#Tervislikud energiabatoonid müsli ja datlitega"
"Kuumutatud pasha","http://pilt.toidutare.ee/pilt/03.2016/176971/311x311.jpg?t=1457615547","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B8AD/#Kuumutatud pasha"
"Pasha martsipani ja rosinatega","http://pilt.toidutare.ee/pilt/03.2016/176985/311x311.jpg?t=1457696539","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B8B3/#Pasha martsipani ja rosinatega"
"Porgandipallid kaeraküpsistest","http://pilt.toidutare.ee/pilt/03.2016/176942/311x311.jpg?t=1457515855","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B897/#Porgandipallid kaeraküpsistest"
"Kirsitarretis valge šokolaadi panna cotta’ga","http://pilt.toidutare.ee/pilt/02.2016/176859/311x311.jpg?t=1456757584","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/1B857/#Kirsitarretis valge šokolaadi panna cotta’ga"
"Kohupiima-mangokreem beseega","http://pilt.toidutare.ee/pilt/03.2016/176868/311x311.jpg?t=1456836380","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1B85A/#Kohupiima-mangokreem beseega"
"Segadus popkorniga - soolane ja magus","http://pilt.toidutare.ee/pilt/02.2016/176623/311x311.jpg?t=1455176945","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B7D9/#Segadus popkorniga - soolane ja magus"
"Üleküpsetatud ingverijuust","http://pilt.toidutare.ee/pilt/02.2016/176609/311x311.jpg?t=1455111966","http://toidutare.ee/road/magustoidud_ja_maiustused/1B7D4/#Üleküpsetatud ingverijuust"
"Jäätisekook kama ja jõhvikatega","http://pilt.toidutare.ee/pilt/02.2016/176513/311x311.jpg?t=1454667789","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1B7AB/#Jäätisekook kama ja jõhvikatega"
"Jõhvika-kohupiimaparfee kamaga","http://pilt.toidutare.ee/pilt/02.2016/176373/311x311.jpg?t=1454414787","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1B789/#Jõhvika-kohupiimaparfee kamaga"
"Jõhvikad tumedas šokolaadis","http://pilt.toidutare.ee/pilt/02.2016/176353/311x311.jpg?t=1454413333","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1B787/#Jõhvikad tumedas šokolaadis"
"Riisibubert","http://pilt.toidutare.ee/pilt/02.2016/176320/311x311.jpg?t=1454336642","http://toidutare.ee/road/magustoidud_ja_maiustused/1B77E/#Riisibubert"
"Grillitud virsikud vanillise mascarponega","http://pilt.toidutare.ee/pilt/07.2016/177997/311x311.jpg?t=1467975873","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BBC3/#Grillitud virsikud vanillise mascarponega"
"Mangoparfee","http://pilt.toidutare.ee/pilt/07.2016/177984/311x311.jpg?t=1467808199","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BBB6/#Mangoparfee"
"Aniisine vaarika-virsikusupp","http://pilt.toidutare.ee/pilt/07.2016/178001/311x311.jpg?t=1468216177","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1BB9D/#Aniisine vaarika-virsikusupp"
"Kiire “purgitiramisu” vaarikatega","http://pilt.toidutare.ee/pilt/07.2016/177962/311x311.jpg?t=1467627339","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BBA1/#Kiire “purgitiramisu” vaarikatega"
"Vaarika ja valge šokolaadi jäätis","http://pilt.toidutare.ee/pilt/06.2016/177943/311x311.jpg?t=1467278623","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB8D/#Vaarika ja valge šokolaadi jäätis"
"Tarretis suvemarjadega","http://pilt.toidutare.ee/pilt/06.2016/177946/311x311.jpg?t=1467281190","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/1BB90/#Tarretis suvemarjadega"
"Mustikajäätis","http://pilt.toidutare.ee/pilt/06.2016/177945/311x311.jpg?t=1467280313","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB8F/#Mustikajäätis"
"Vaarika-avokaado sorbett basiilikuga","http://pilt.toidutare.ee/pilt/06.2016/177944/311x311.jpg?t=1467279545","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB8E/#Vaarika-avokaado sorbett basiilikuga"
"Küpsetamata hommikubatoonid toormoosi ja chia-seemnetega","http://pilt.toidutare.ee/pilt/06.2016/177886/311x311.jpg?t=1465895409","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BB60/#Küpsetamata hommikubatoonid toormoosi ja chia-seemnetega"
"Havreboller ehk Rootsi kaerahelbetrühvlid väikese kohvilisandiga","http://pilt.toidutare.ee/pilt/06.2016/177885/311x311.jpg?t=1465894682","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BB5F/#Havreboller ehk Rootsi kaerahelbetrühvlid väikese kohvilisandiga"
"Koorene kamajäätis","http://pilt.toidutare.ee/pilt/06.2016/177859/311x311.jpg?t=1465476151","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB43/#Koorene kamajäätis"
"Marjajääpulgad","http://pilt.toidutare.ee/pilt/06.2016/177876/311x311.jpg?t=1465817715","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB54/#Marjajääpulgad"
"Purgikook toorjuustukreemi ja maasikatega","http://pilt.toidutare.ee/pilt/06.2016/177843/311x311.jpg?t=1465379352","http://toidutare.ee/road/magustoidud_ja_maiustused/maiustused/1BB32/#Purgikook toorjuustukreemi ja maasikatega"
"Hea tuju smuutijäätis","http://pilt.toidutare.ee/pilt/06.2016/177828/311x311.jpg?t=1465216717","http://toidutare.ee/road/magustoidud_ja_maiustused/jäätis_ja_parfee/1BB21/#Hea tuju smuutijäätis"
"Maasika-jogurtisupp","http://pilt.toidutare.ee/pilt/06.2016/177842/311x311.jpg?t=1465378602","http://toidutare.ee/road/magustoidud_ja_maiustused/magusad_supid/1BB31/#Maasika-jogurtisupp"
"Grillitud ananass maasikasalsa ja kookosvahuga","http://pilt.toidutare.ee/pilt/06.2016/177847/311x311.jpg?t=1465381956","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BB36/#Grillitud ananass maasikasalsa ja kookosvahuga"
"Grillitud virsikud kreeka jogurti, mee ja pistaatsiapähklitega","http://pilt.toidutare.ee/pilt/05.2016/177713/311x311.jpg?t=1464168732","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BAC2/#Grillitud virsikud kreeka jogurti, mee ja pistaatsiapähklitega"
"Banaani-avokaadokreem","http://pilt.toidutare.ee/pilt/05.2016/177644/311x311.jpg?t=1463392110","http://toidutare.ee/road/magustoidud_ja_maiustused/kreemid_ja_pudingid/1BA8B/#Banaani-avokaadokreem"
"Jäise banaanijogurtiga täidetud maasikad","http://pilt.toidutare.ee/pilt/05.2016/177642/311x311.jpg?t=1463391677","http://toidutare.ee/road/magustoidud_ja_maiustused/marjad_ja_puuviljad/1BA8A/#Jäise banaanijogurtiga täidetud maasikad"
"Kookose panna cotta maasikasalsaga","http://pilt.toidutare.ee/pilt/05.2016/177630/311x311.jpg?t=1463144613","http://toidutare.ee/road/magustoidud_ja_maiustused/tarretised/1BA83/#Kookose panna cotta maasikasalsaga"
